Temperature,Pressure,VibrationX,VibrationY,VibrationZ,Frequency,Target,flag_high_values,Temperature_RollMean_10,Temperature_RollStd_10,Temperature_RollMean_30,Temperature_RollStd_30,Pressure_RollMean_3,Pressure_RollStd_3,Pressure_RollMean_7,Pressure_RollStd_7,Frequency_RollMean_5,Frequency_RollStd_5,Pressure_Slope_3,Pressure_Slope_5,Temperature_Slope_10,Temperature_Lag1,Temperature_Lag2,Temperature_Lag3,Pressure_Lag1,Pressure_Lag2,Pressure_Lag3,Pressure_Lag4,Pressure_Lag5,VibrationX_Lag1,VibrationX_Lag2,VibrationX_Lag3,VibrationX_Lag4,VibrationX_Lag5,VibrationX_Lag6,VibrationX_Lag7,VibrationX_Lag8,VibrationY_Lag1,VibrationY_Lag2,VibrationY_Lag3,VibrationY_Lag4,VibrationY_Lag5,VibrationY_Lag6,VibrationY_Lag7,VibrationY_Lag8,VibrationZ_Lag1,VibrationZ_Lag2,VibrationZ_Lag3,VibrationZ_Lag4,VibrationZ_Lag5,VibrationZ_Lag6,VibrationZ_Lag7,VibrationZ_Lag8,Frequency_Lag1,Frequency_Lag2,Frequency_Lag3,Frequency_Lag4,Frequency_Lag5,Frequency_Lag6,Frequency_Lag7,Frequency_Lag8,Target_Lag1,Target_Lag2,Target_Lag3,Target_Lag4,Target_Lag5,Target_Lag6,Target_Lag7,Target_Lag8,Target_Lag9,Target_Lag10,Preset_1_2,Preset_1_3,Preset_2_2,Preset_2_3,Preset_2_4,Preset_2_5,Preset_2_6,Preset_2_7,Preset_2_8
25.3485,34.9665,69.418,95.3754,54.3721,44.3603,0,0,68.8913,21.804318528829686,64.42735666666667,19.733193041075076,72.0302,4.959264122831231,87.90284285714287,18.522408498973753,53.682140000000004,41.39470955457952,-7.846566666666665,-9.0988,1.7430300000000003,96.4663,94.3128,89.9875,75.069,74.7142,66.3074,98.6087,84.4107,179.9289,108.4305,66.3023,69.6047,54.5627,130.1692,113.6612,99.0591,129.6203,100.4043,39.5233,78.9403,64.8244,54.1063,44.7029,29.7042,80.7262,80.4656,40.4097,78.394,64.9679,64.1335,43.3665,31.9767,30.2226,29.8634,12.2114,104.3172,91.7961,43.0484,36.9107,19.2436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
50.0614,60.9695,94.2568,120.865,69.1513,67.5336,0,0,67.3223,24.436844023727758,63.13422333333333,20.983966293514875,61.58323333333332,23.051449862499634,79.2342142857143,26.69190833851015,44.19498,35.490419996838526,-10.446966666666667,-9.88884,-1.5689999999999997,25.3485,96.4663,94.3128,34.9665,75.069,74.7142,66.3074,98.6087,69.418,179.9289,108.4305,66.3023,69.6047,54.5627,130.1692,113.6612,95.3754,129.6203,100.4043,39.5233,78.9403,64.8244,54.1063,44.7029,54.3721,80.7262,80.4656,40.4097,78.394,64.9679,64.1335,43.3665,44.3603,30.2226,29.8634,12.2114,104.3172,91.7961,43.0484,36.9107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,False,False,False
52.4663,64.4062,54.8108,59.8112,63.3832,59.4973,0,0,64.57267,24.702687026225835,63.120626666666666,20.992585950347166,57.00166666666666,20.34355924078514,70.72085714285716,19.970554719958514,36.838260000000005,20.6014735285609,-4.58156666666667,-7.52784,-2.74963,50.0614,25.3485,96.4663,60.9695,34.9665,75.069,74.7142,66.3074,94.2568,69.418,179.9289,108.4305,66.3023,69.6047,54.5627,130.1692,120.865,95.3754,129.6203,100.4043,39.5233,78.9403,64.8244,54.1063,69.1513,54.3721,80.7262,80.4656,40.4097,78.394,64.9679,64.1335,67.5336,44.3603,30.2226,29.8634,12.2114,104.3172,91.7961,43.0484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,False,False
37.8128,84.8459,45.7997,35.2432,35.1252,75.2333,0,0,65.82798,23.60489925318234,62.24801000000001,20.868754242371963,53.447399999999995,16.096908874998363,67.86307142857143,19.097263582314127,46.29544,17.010595512003572,-3.5542666666666682,-0.3802400000000006,1.2553099999999993,52.4663,50.0614,25.3485,64.4062,60.9695,34.9665,75.069,74.7142,54.8108,94.2568,69.418,179.9289,108.4305,66.3023,69.6047,54.5627,59.8112,120.865,95.3754,129.6203,100.4043,39.5233,78.9403,64.8244,63.3832,69.1513,54.3721,80.7262,80.4656,40.4097,78.394,64.9679,59.4973,67.5336,44.3603,30.2226,29.8634,12.2114,104.3172,91.7961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True
59.7323,111.0337,69.357,60.4632,59.0734,100.1284,0,0,64.19072,25.027131626554578,62.22141666666666,20.90039871365408,70.07386666666666,12.907844642826104,65.89695714285715,15.834016180032297,55.369420000000005,18.11866217679983,16.626466666666666,2.026339999999999,-1.63726,37.8128,52.4663,50.0614,84.8459,64.4062,60.9695,34.9665,75.069,45.7997,54.8108,94.2568,69.418,179.9289,108.4305,66.3023,69.6047,35.2432,59.8112,120.865,95.3754,129.6203,100.4043,39.5233,78.9403,35.1252,63.3832,69.1513,54.3721,80.7262,80.4656,40.4097,78.394,75.2333,59.4973,67.5336,44.3603,30.2226,29.8634,12.2114,104.3172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,True,False
66.1027,42.6865,56.5962,44.4447,70.2271,45.9349,0,0,62.092439999999996,24.35845835753979,62.09220333333333,20.903508688709522,86.76193333333333,23.372726132467616,72.28642857142857,23.29404819116636,69.35058000000001,20.656616591954208,16.688066666666668,7.192939999999998,-2.0982800000000004,59.7323,37.8128,52.4663,111.0337,84.8459,64.4062,60.9695,34.9665,69.357,45.7997,54.8108,94.2568,69.418,179.9289,108.4305,66.3023,60.4632,35.2432,59.8112,120.865,95.3754,129.6203,100.4043,39.5233,59.0734,35.1252,63.3832,69.1513,54.3721,80.7262,80.4656,40.4097,100.1284,75.2333,59.4973,67.5336,44.3603,30.2226,29.8634,12.2114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,True,False,False
90.2376,68.3054,81.8946,69.4227,94.7485,69.9816,0,0,63.723940000000006,23.986264769432797,62.47623333333333,20.866568826818853,79.52203333333333,34.48322206774382,67.71104285714287,25.75331274184982,69.6655,20.187046208274204,-7.239899999999999,1.5439999999999998,1.6314999999999997,66.1027,59.7323,37.8128,42.6865,111.0337,84.8459,64.4062,60.9695,56.5962,69.357,45.7997,54.8108,94.2568,69.418,179.9289,108.4305,44.4447,60.4632,35.2432,59.8112,120.865,95.3754,129.6203,100.4043,70.2271,59.0734,35.1252,63.3832,69.1513,54.3721,80.7262,80.4656,45.9349,100.1284,75.2333,59.4973,67.5336,44.3603,30.2226,29.8634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False
79.3807,79.3381,51.0296,40.353,50.3073,24.0696,0,0,66.25282,25.420004419826505,62.472453333333334,20.86135478239747,74.00853333333333,34.528672640623384,66.74481428571428,25.55737743003826,70.15509999999999,20.152070112397833,-5.513499999999998,1.467180000000002,2.5288799999999996,90.2376,66.1027,59.7323,68.3054,42.6865,111.0337,84.8459,64.4062,81.8946,56.5962,69.357,45.7997,54.8108,94.2568,69.418,179.9289,69.4227,44.4447,60.4632,35.2432,59.8112,120.865,95.3754,129.6203,94.7485,70.2271,59.0734,35.1252,63.3832,69.1513,54.3721,80.7262,69.9816,45.9349,100.1284,75.2333,59.4973,67.5336,44.3603,30.2226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
103.7381,104.9972,74.1171,63.9385,99.5904,47.9438,0,0,65.19214000000001,24.525146732608953,63.79436333333333,20.625255336927037,63.44333333333333,18.80331659158389,73.08361428571429,21.55049935526851,63.06956,29.084720830755746,-10.565199999999999,2.9863799999999996,-1.0606799999999992,79.3807,90.2376,66.1027,79.3381,68.3054,42.6865,111.0337,84.8459,51.0296,81.8946,56.5962,69.357,45.7997,54.8108,94.2568,69.418,40.353,69.4227,44.4447,60.4632,35.2432,59.8112,120.865,95.3754,50.3073,94.7485,70.2271,59.0734,35.1252,63.3832,69.1513,54.3721,24.0696,69.9816,45.9349,100.1284,75.2333,59.4973,67.5336,44.3603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,False
28.4147,65.979,100.3741,44.3422,23.5749,40.1732,0,0,66.13467,25.910615511752866,65.0994,21.877727438763564,84.21356666666667,18.825506054906832,79.37328571428573,23.739382034320688,57.61165999999999,28.790504623712255,20.770233333333334,4.030260000000001,0.9425300000000008,103.7381,79.3807,90.2376,104.9972,79.3381,68.3054,42.6865,111.0337,74.1171,51.0296,81.8946,56.5962,69.357,45.7997,54.8108,94.2568,63.9385,40.353,69.4227,44.4447,60.4632,35.2432,59.8112,120.865,99.5904,50.3073,94.7485,70.2271,59.0734,35.1252,63.3832,69.1513,47.9438,24.0696,69.9816,45.9349,100.1284,75.2333,59.4973,67.5336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,False,False,False
48.8364,95.882,177.123,85.1156,44.76,70.4914,0,0,59.32950999999999,25.99556863490606,62.98438,22.264529004464055,83.4381,19.82958604736873,79.59797142857144,23.581028411112893,45.620619999999995,16.53083581891719,-0.7754666666666689,-9.01094,-6.805160000000001,28.4147,103.7381,79.3807,65.979,104.9972,79.3381,68.3054,42.6865,100.3741,74.1171,51.0296,81.8946,56.5962,69.357,45.7997,54.8108,44.3422,63.9385,40.353,69.4227,44.4447,60.4632,35.2432,59.8112,23.5749,99.5904,50.3073,94.7485,70.2271,59.0734,35.1252,63.3832,40.1732,47.9438,24.0696,69.9816,45.9349,100.1284,75.2333,59.4973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False
30.6926,34.9156,28.5301,99.4219,35.1415,78.5773,0,0,61.6783,23.52812612380718,63.77400666666667,21.274402954512944,88.95273333333334,20.411174273258602,81.17455714285714,24.346864548907654,50.53192,19.943211369586294,5.514633333333336,10.639100000000001,2.3487899999999997,48.8364,28.4147,103.7381,95.882,65.979,104.9972,79.3381,68.3054,177.123,100.3741,74.1171,51.0296,81.8946,56.5962,69.357,45.7997,85.1156,44.3422,63.9385,40.353,69.4227,44.4447,60.4632,35.2432,44.76,23.5749,99.5904,50.3073,94.7485,70.2271,59.0734,35.1252,70.4914,40.1732,47.9438,24.0696,69.9816,45.9349,100.1284,75.2333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False,False,False,False,False
45.6319,51.5214,45.1054,112.9728,55.2789,94.6764,0,0,59.74141999999999,25.31973465635935,63.43959666666667,21.723314710657416,65.59219999999999,30.485040477585084,70.30054285714287,25.746301602227405,52.251059999999995,22.273318087298897,-23.360533333333336,-6.6779600000000015,-1.93688,30.6926,48.8364,28.4147,34.9156,95.882,65.979,104.9972,79.3381,28.5301,177.123,100.3741,74.1171,51.0296,81.8946,56.5962,69.357,99.4219,85.1156,44.3422,63.9385,40.353,69.4227,44.4447,60.4632,35.1415,44.76,23.5749,99.5904,50.3073,94.7485,70.2271,59.0734,78.5773,70.4914,40.1732,47.9438,24.0696,69.9816,45.9349,100.1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
62.199,65.5971,61.2938,127.7148,74.743,109.7831,0,0,59.05798,25.628285044492895,63.15793333333333,21.902869701485017,60.772999999999996,31.518558963886672,71.56267142857143,24.345438795848004,66.37242,22.321814104189603,-4.8191999999999995,-5.563339999999999,-0.6834399999999995,45.6319,30.6926,48.8364,51.5214,34.9156,95.882,65.979,104.9972,45.1054,28.5301,177.123,100.3741,74.1171,51.0296,81.8946,56.5962,112.9728,99.4219,85.1156,44.3422,63.9385,40.353,69.4227,44.4447,55.2789,35.1415,44.76,23.5749,99.5904,50.3073,94.7485,70.2271,94.6764,78.5773,70.4914,40.1732,47.9438,24.0696,69.9816,45.9349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,True
59.5839,64.3893,80.4998,170.0293,93.7323,130.1769,0,0,61.4966,24.518293866825235,63.42408666666666,21.838863626488635,50.678033333333325,15.35812687352641,71.17577142857144,24.42721407574718,78.74028,26.330148298423985,-10.09496666666667,-7.880020000000002,2.4386199999999993,62.199,45.6319,30.6926,65.5971,51.5214,34.9156,95.882,65.979,61.2938,45.1054,28.5301,177.123,100.3741,74.1171,51.0296,81.8946,127.7148,112.9728,99.4219,85.1156,44.3422,63.9385,40.353,69.4227,74.743,55.2789,35.1415,44.76,23.5749,99.5904,50.3073,94.7485,109.7831,94.6764,78.5773,70.4914,40.1732,47.9438,24.0696,69.9816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
35.4403,45.4166,158.1017,30.0229,43.534,70.4242,0,0,61.481759999999994,24.51952526231561,63.14944,21.83344002965841,60.502599999999994,7.801356310924442,69.04022857142859,24.247479280309694,96.74101999999999,24.037885993926363,9.82456666666667,-0.31793999999999867,-0.014840000000000231,59.5839,62.199,45.6319,64.3893,65.5971,51.5214,34.9156,95.882,80.4998,61.2938,45.1054,28.5301,177.123,100.3741,74.1171,51.0296,170.0293,127.7148,112.9728,99.4219,85.1156,44.3422,63.9385,40.353,93.7323,74.743,55.2789,35.1415,44.76,23.5749,99.5904,50.3073,130.1769,109.7831,94.6764,78.5773,70.4914,40.1732,47.9438,24.0696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
60.5508,48.4756,45.1868,43.4611,88.8364,41.3242,0,0,58.415519999999994,25.7631311651101,61.649750000000004,22.148360274758893,58.467666666666666,11.318677089807537,60.528714285714294,19.517908072710117,96.72757999999999,24.05624354418206,-2.0349333333333326,-10.09308,-3.0662399999999996,35.4403,59.5839,62.199,45.4166,64.3893,65.5971,51.5214,34.9156,158.1017,80.4998,61.2938,45.1054,28.5301,177.123,100.3741,74.1171,30.0229,170.0293,127.7148,112.9728,99.4219,85.1156,44.3422,63.9385,43.534,93.7323,74.743,55.2789,35.1415,44.76,23.5749,99.5904,70.4242,130.1769,109.7831,94.6764,78.5773,70.4914,40.1732,47.9438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False,False,False,False,False
85.8493,72.4894,71.3425,74.3829,114.5131,66.7474,0,0,55.446839999999995,23.279543672990407,60.68104666666667,21.509516977050495,52.7605,10.186319861952153,58.028228571428585,19.82211459109199,89.27696,34.559204899896066,-5.707166666666666,2.7120000000000006,-2.96868,60.5508,35.4403,59.5839,48.4756,45.4166,64.3893,65.5971,51.5214,45.1868,158.1017,80.4998,61.2938,45.1054,28.5301,177.123,100.3741,43.4611,30.0229,170.0293,127.7148,112.9728,99.4219,85.1156,44.3422,88.8364,43.534,93.7323,74.743,55.2789,35.1415,44.76,23.5749,41.3242,70.4242,130.1769,109.7831,94.6764,78.5773,70.4914,40.1732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False
28.6312,104.8881,90.2279,23.9703,23.9455,52.0524,0,0,56.0937,24.09409799459889,61.84934,21.902596910295753,55.46053333333333,14.826533486062553,54.68642857142858,13.263618399053685,83.69116,35.70635758003048,2.7000333333333324,4.193600000000001,0.6468599999999995,85.8493,60.5508,35.4403,72.4894,48.4756,45.4166,64.3893,65.5971,71.3425,45.1868,158.1017,80.4998,61.2938,45.1054,28.5301,177.123,74.3829,43.4611,30.0229,170.0293,127.7148,112.9728,99.4219,85.1156,114.5131,88.8364,43.534,93.7323,74.743,55.2789,35.1415,44.76,66.7474,41.3242,70.4242,130.1769,109.7831,94.6764,78.5773,70.4914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,True,False,False
54.2228,130.8743,113.8022,51.1316,50.4941,74.7897,0,0,48.58301,18.692914390482052,60.62198333333333,22.710519396056945,75.28436666666666,28.309917309369407,64.6825,20.352778196927652,72.14502,34.47256497349739,19.82383333333333,7.858199999999999,-7.510689999999999,28.6312,85.8493,60.5508,104.8881,72.4894,48.4756,45.4166,64.3893,90.2279,71.3425,45.1868,158.1017,80.4998,61.2938,45.1054,28.5301,23.9703,74.3829,43.4611,30.0229,170.0293,127.7148,112.9728,99.4219,23.9455,114.5131,88.8364,43.534,93.7323,74.743,55.2789,35.1415,52.0524,66.7474,41.3242,70.4242,130.1769,109.7831,94.6764,78.5773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
39.8548,31.0426,49.6695,54.5299,56.9913,100.617,0,0,51.16382,17.330981045886887,59.794876666666674,22.46730453602,102.7506,29.251082316557113,76.01862857142858,31.07517401161867,61.06758,13.95687818432184,27.466233333333335,13.297,2.58081,54.2228,28.6312,85.8493,130.8743,104.8881,72.4894,48.4756,45.4166,113.8022,90.2279,71.3425,45.1868,158.1017,80.4998,61.2938,45.1054,51.1316,23.9703,74.3829,43.4611,30.0229,170.0293,127.7148,112.9728,50.4941,23.9455,114.5131,88.8364,43.534,93.7323,74.743,55.2789,74.7897,52.0524,66.7474,41.3242,70.4242,130.1769,109.7831,94.6764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,True,False
59.7331,50.1611,70.3798,80.2647,79.9463,139.193,0,0,50.265660000000004,17.693929504412324,59.755419999999994,22.502391985702484,88.935,51.792548990467736,71.08227142857143,35.443993789531966,67.10614,22.767669208507034,-13.815600000000002,-2.8748000000000005,-0.8981600000000001,39.8548,54.2228,28.6312,31.0426,130.8743,104.8881,72.4894,48.4756,49.6695,113.8022,90.2279,71.3425,45.1868,158.1017,80.4998,61.2938,54.5299,51.1316,23.9703,74.3829,43.4611,30.0229,170.0293,127.7148,56.9913,50.4941,23.9455,114.5131,88.8364,43.534,93.7323,74.743,100.617,74.7897,52.0524,66.7474,41.3242,70.4242,130.1769,109.7831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,False
58.2977,39.6543,79.3384,59.6401,44.8143,38.5977,0,0,53.169709999999995,16.46500986985233,59.16126666666666,22.250037184584723,70.69266666666665,52.988215704657705,69.04967142857143,36.289666762946645,86.6799,34.24037673770545,-18.24233333333333,0.3370999999999995,2.9040500000000002,59.7331,39.8548,54.2228,50.1611,31.0426,130.8743,104.8881,72.4894,70.3798,49.6695,113.8022,90.2279,71.3425,45.1868,158.1017,80.4998,80.2647,54.5299,51.1316,23.9703,74.3829,43.4611,30.0229,170.0293,79.9463,56.9913,50.4941,23.9455,114.5131,88.8364,43.534,93.7323,139.193,100.617,74.7897,52.0524,66.7474,41.3242,70.4242,130.1769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True
96.8708,93.9792,84.4047,125.2784,64.4622,56.1134,0,0,54.43629,16.30713682549593,59.77408333333333,21.95281133180243,40.285999999999994,9.574891342986607,68.22648571428572,36.974004011441544,81.04996000000001,40.14263903610475,-30.406666666666666,-6.567020000000001,1.2665799999999998,58.2977,59.7331,39.8548,39.6543,50.1611,31.0426,130.8743,104.8881,79.3384,70.3798,49.6695,113.8022,90.2279,71.3425,45.1868,158.1017,59.6401,80.2647,54.5299,51.1316,23.9703,74.3829,43.4611,30.0229,44.8143,79.9463,56.9913,50.4941,23.9455,114.5131,88.8364,43.534,38.5977,139.193,100.617,74.7897,52.0524,66.7474,41.3242,70.4242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False
52.2694,50.815,95.4944,41.7281,49.685,33.9692,0,0,57.90346999999999,21.11744672034899,61.19693,22.93923762574617,61.264866666666656,28.81438730293138,74.727,36.92282455916213,81.86215999999999,39.4442678649636,20.97886666666667,-2.1817799999999976,3.4671800000000004,96.8708,58.2977,59.7331,93.9792,39.6543,50.1611,31.0426,130.8743,84.4047,79.3384,70.3798,49.6695,113.8022,90.2279,71.3425,45.1868,125.2784,59.6401,80.2647,54.5299,51.1316,23.9703,74.3829,43.4611,64.4622,44.8143,79.9463,56.9913,50.4941,23.9455,114.5131,88.8364,56.1134,38.5977,139.193,100.617,74.7897,52.0524,66.7474,41.3242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
59.2583,80.3406,110.4953,49.3523,80.211,44.7939,0,0,57.172019999999996,21.179360268997755,60.24874,22.691195289356717,61.482833333333325,28.6906028347843,71.63065714285715,38.03383440477076,73.69806,45.09394181226564,0.21796666666666673,-16.011860000000002,-0.7314500000000003,52.2694,96.8708,58.2977,50.815,93.9792,39.6543,50.1611,31.0426,95.4944,84.4047,79.3384,70.3798,49.6695,113.8022,90.2279,71.3425,41.7281,125.2784,59.6401,80.2647,54.5299,51.1316,23.9703,74.3829,49.685,64.4622,44.8143,79.9463,56.9913,50.4941,23.9455,114.5131,33.9692,56.1134,38.5977,139.193,100.617,74.7897,52.0524,66.7474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,True
49.3823,121.8676,54.1149,35.0872,108.9063,87.0201,0,0,59.55382000000001,19.755288772365642,60.56442666666667,22.60635998204677,75.04493333333332,22.064000192470374,68.12387142857143,35.50389212005328,62.53344,43.650406036290185,13.5621,9.859599999999999,2.3817999999999997,59.2583,52.2694,96.8708,80.3406,50.815,93.9792,39.6543,50.1611,110.4953,95.4944,84.4047,79.3384,70.3798,49.6695,113.8022,90.2279,49.3523,41.7281,125.2784,59.6401,80.2647,54.5299,51.1316,23.9703,80.211,49.685,64.4622,44.8143,79.9463,56.9913,50.4941,23.9455,44.7939,33.9692,56.1134,38.5977,139.193,100.617,74.7897,52.0524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,True,False,False
50.4945,105.1685,79.9416,34.0046,110.6323,75.4441,0,0,58.436969999999995,20.006763359427023,60.04554333333333,22.68078167733543,84.34106666666666,35.69482864300279,66.83720000000001,32.919957334267615,52.09886,21.212837317365103,9.29613333333333,14.3413,-1.1168500000000001,49.3823,59.2583,52.2694,121.8676,80.3406,50.815,93.9792,39.6543,54.1149,110.4953,95.4944,84.4047,79.3384,70.3798,49.6695,113.8022,35.0872,49.3523,41.7281,125.2784,59.6401,80.2647,54.5299,51.1316,108.9063,80.211,49.685,64.4622,44.8143,79.9463,56.9913,50.4941,87.0201,44.7939,33.9692,56.1134,38.5977,139.193,100.617,74.7897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False
90.9619,53.6257,75.5562,57.8998,74.5082,29.6051,0,0,54.90149,17.60393272491188,58.72911,22.019450356013238,102.45889999999999,20.895678533371427,77.4266142857143,31.372564584013446,59.468140000000005,21.74353546995056,18.117833333333333,13.102839999999997,-3.5354799999999997,50.4945,49.3823,59.2583,105.1685,121.8676,80.3406,50.815,93.9792,79.9416,54.1149,110.4953,95.4944,84.4047,79.3384,70.3798,49.6695,34.0046,35.0872,49.3523,41.7281,125.2784,59.6401,80.2647,54.5299,110.6323,108.9063,80.211,49.685,64.4622,44.8143,79.9463,56.9913,75.4441,87.0201,44.7939,33.9692,56.1134,38.5977,139.193,100.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True
39.9809,66.8004,94.453,59.5772,47.4077,35.1918,0,0,61.13456000000001,18.290250720850047,58.61741333333334,21.840494735345263,93.55393333333332,35.57264184796137,77.92155714285715,30.89440975326858,54.16648,25.647291390749192,-8.904966666666665,-8.0707,6.23307,90.9619,50.4945,49.3823,53.6257,105.1685,121.8676,80.3406,50.815,75.5562,79.9416,54.1149,110.4953,95.4944,84.4047,79.3384,70.3798,57.8998,34.0046,35.0872,49.3523,41.7281,125.2784,59.6401,80.2647,74.5082,110.6323,108.9063,80.211,49.685,64.4622,44.8143,79.9463,29.6051,75.4441,87.0201,44.7939,33.9692,56.1134,38.5977,139.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
65.3411,89.3399,120.403,85.1302,69.405,62.6566,0,0,59.71037,19.408535282822243,56.734566666666666,20.878661899311165,75.1982,26.77792638704497,81.79957142857143,26.710832781770648,54.411,25.4113342540292,-18.355733333333333,3.1970799999999997,-1.42419,39.9809,90.9619,50.4945,66.8004,53.6257,105.1685,121.8676,80.3406,94.453,75.5562,79.9416,54.1149,110.4953,95.4944,84.4047,79.3384,59.5772,57.8998,34.0046,35.0872,49.3523,41.7281,125.2784,59.6401,47.4077,74.5082,110.6323,108.9063,80.211,49.685,64.4622,44.8143,35.1918,29.6051,75.4441,87.0201,44.7939,33.9692,56.1134,38.5977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
80.0737,84.0911,95.5328,29.4127,30.2281,24.6375,0,0,62.25899999999999,18.14364745872964,58.06765333333333,20.066536556523634,69.92199999999998,18.060573366590543,81.1368142857143,26.414169180538206,57.983540000000005,24.973134219456675,-5.2761999999999984,1.7998600000000011,2.54863,65.3411,39.9809,90.9619,89.3399,66.8004,53.6257,105.1685,121.8676,120.403,94.453,75.5562,79.9416,54.1149,110.4953,95.4944,84.4047,85.1302,59.5772,57.8998,34.0046,35.0872,49.3523,41.7281,125.2784,69.405,47.4077,74.5082,110.6323,108.9063,80.211,49.685,64.4622,62.6566,35.1918,29.6051,75.4441,87.0201,44.7939,33.9692,56.1134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,False,False,False
107.2446,129.6613,119.7168,43.5794,45.7368,38.8085,0,0,64.29306,18.951214714524227,59.068063333333335,20.398996074240653,80.07713333333332,11.793693711612706,85.89054285714288,22.793931342125315,45.50702,22.27750289792366,10.155133333333332,-7.5553,2.03406,80.0737,65.3411,39.9809,84.0911,89.3399,66.8004,53.6257,105.1685,95.5328,120.403,94.453,75.5562,79.9416,54.1149,110.4953,95.4944,29.4127,85.1302,59.5772,57.8998,34.0046,35.0872,49.3523,41.7281,30.2281,69.405,47.4077,74.5082,110.6323,108.9063,80.211,49.685,24.6375,62.6566,35.1918,29.6051,75.4441,87.0201,44.7939,33.9692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,True,False,False
249.2077,3.4803,5.8607,35.246,105.9428,49.3452,0,0,69.18775,23.097973449549855,60.89400666666666,22.16305213533884,101.03076666666668,24.933272039051214,92.93635714285713,27.8536432646226,38.1799,14.70847132828549,20.95363333333334,4.898560000000003,4.894690000000001,107.2446,80.0737,65.3411,129.6613,84.0911,89.3399,66.8004,53.6257,119.7168,95.5328,120.403,94.453,75.5562,79.9416,54.1149,110.4953,43.5794,29.4127,85.1302,59.5772,57.8998,34.0046,35.0872,49.3523,45.7368,30.2281,69.405,47.4077,74.5082,110.6323,108.9063,80.211,38.8085,24.6375,62.6566,35.1918,29.6051,75.4441,87.0201,44.7939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True
